.,.,.,.,#,.,.,.,#,.,.,.,#,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,#,.
.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,#,#,#,.,.,.,.,#,.,.
.,.,.,.,.,#,.,.,.,#,.,#,.,#,.,.,.,.,#,#,.,#,.,.,.,.,.,.,#,.,#
.,.,.,.,.,.,#,.,.,.,#,.,.,.,.,.,#,.,.,#,.,.,#,.,.,.,.,.,.,.,.
#,.,.,.,.,.,.,#,.,.,#,.,.,.,#,#,.,.,.,.,.,.,.,.,#,#,#,.,.,.,.
#,#,.,.,.,.,.,#,.,.,.,.,#,#,.,.,#,.,#,.,#,#,#,.,#,.,.,.,#,.,.
.,.,.,.,.,.,.,.,#,.,.,.,.,#,.,.,.,.,.,.,.,#,.,.,.,.,.,#,.,.,#
#,.,#,.,#,.,#,#,.,#,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
.,.,#,.,.,.,#,#,.,.,.,.,#,.,.,.,.,.,.,#,.,.,.,.,.,#,#,.,.,.,.
.,.,.,.,.,.,.,#,.,#,#,.,.,#,.,.,.,.,.,.,.,.,#,#,.,.,#,.,.,.,.
.,#,.,#,.,.,.,.,#,#,.,.,.,.,.,.,#,.,#,.,.,.,.,.,.,.,.,.,.,#,.
#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.
.,#,.,#,.,#,.,#,.,#,.,#,#,#,#,.,#,.,#,.,.,.,#,#,.,.,.,.,.,.,.
.,#,.,.,#,.,.,.,.,.,#,#,.,#,.,.,.,.,.,.,.,#,.,#,#,.,.,.,#,.,.
.,.,#,.,#,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,#,.
.,.,#,.,#,.,.,.,.,.,.,.,.,.,.,#,.,.,#,.,.,.,.,.,.,.,.,#,.,.,.
.,.,#,.,.,#,.,.,.,#,.,.,.,.,.,.,.,#,#,.,.,.,#,.,#,.,.,.,.,#,#
.,.,.,#,.,.,.,.,.,#,.,#,.,#,.,.,.,.,.,#,.,.,.,.,#,.,.,.,.,#,.
.,#,.,.,.,#,.,.,.,.,.,.,#,.,.,.,.,.,#,.,.,#,#,.,.,.,.,.,.,.,.
.,.,.,#,.,.,.,.,.,.,.,#,#,.,#,.,#,.,.,.,.,.,#,.,.,.,.,.,.,#,.
.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,#,.,#,.,.,.,.,.,.,.,#,.,.,.
#,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,#,.,.,#,.,#,.,.,.,.,.,.,.,.,#
.,.,.,.,#,.,.,.,.,.,.,#,.,.,#,#,.,.,.,.,.,.,.,.,#,.,.,#,#,#,.
.,#,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.
#,.,.,.,.,.,.,.,#,.,.,.,.,.,.,#,.,.,.,#,.,.,.,#,.,.,#,.,.,.,.
.,.,.,.,#,.,#,.,.,.,#,.,.,#,.,#,.,.,.,.,#,.,.,.,.,#,#,.,#,.,.
.,.,.,.,.,#,.,.,.,.,.,.,#,.,.,#,.,.,.,.,.,.,.,.,.,.,#,#,.,#,.
.,#,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,#,.
.,.,.,#,#,#,.,#,.,.,.,#,.,.,.,.,.,.,.,#,.,#,.,.,.,.,.,.,.,.,.
.,.,.,.,.,.,.,#,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,#,.,.,#,.,.,.,#
.,.,.,.,.,.,#,#,.,.,#,.,.,.,.,.,.,.,#,.,.,.,#,#,.,.,.,.,.,.,.
.,.,#,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.
.,.,.,.,.,.,.,.,.,.,#,.,.,#,.,.,#,.,.,#,.,.,#,.,.,.,.,.,.,.,.
.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,#,#,#,.,.,.,#,.,#,.,#
.,.,#,#,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.
.,.,.,.,#,.,.,.,.,.,#,#,#,.,.,.,#,.,.,.,.,.,.,#,.,.,.,.,#,.,#
.,.,.,#,#,.,#,.,.,.,.,.,.,.,.,.,.,.,#,.,#,#,.,.,.,.,.,.,#,.,.
#,.,.,#,#,.,.,#,.,.,#,.,.,.,.,#,.,.,.,#,.,.,#,.,.,.,.,.,.,.,.
.,.,.,.,.,.,#,.,.,.,.,#,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,#,.,.
.,.,.,.,.,.,#,.,.,.,.,.,#,.,.,.,.,.,.,#,#,#,.,.,.,.,.,.,.,.,.
.,#,.,.,.,.,.,#,.,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,#,.,.,.,.,.,.
.,.,#,.,.,.,.,.,.,.,.,.,#,.,.,#,.,.,#,.,.,.,.,.,.,.,.,#,#,.,#
.,.,#,.,#,.,.,.,.,#,.,.,.,.,.,#,.,.,.,.,#,#,.,.,.,.,#,.,#,.,.
.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,#,#,.,.,.,.,.,.,.,.,.,.,.,.
.,.,.,.,.,.,.,.,#,.,.,#,.,.,#,.,.,.,.,.,.,#,.,.,.,#,.,.,.,.,.
.,.,.,.,.,#,.,#,.,.,.,#,.,.,.,#,#,.,.,.,.,.,#,.,.,.,.,.,#,.,.
.,#,.,.,#,.,#,.,.,.,.,.,.,.,.,.,.,#,#,.,.,.,#,#,.,.,.,.,.,#,.
.,.,.,.,.,.,#,#,.,#,.,.,.,.,.,.,.,.,.,.,#,.,.,.,#,.,.,.,.,.,#
#,.,#,.,#,#,.,.,.,.,.,.,#,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,#,.,.
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,#,.,#,#,.,.,.
#,.,.,.,.,.,.,.,#,.,.,.,.,.,#,.,.,.,.,.,.,.,#,.,.,.,.,#,.,.,.
#,.,.,#,.,.,.,.,.,#,.,#,#,.,.,#,#,.,.,.,.,.,.,.,.,.,.,.,#,.,.
.,.,.,.,.,#,.,.,.,.,#,.,#,.,#,#,.,.,.,.,.,.,.,.,.,.,#,.,.,#,#
#,.,.,.,.,.,.,.,#,.,.,.,.,.,#,.,#,#,.,.,.,.,.,.,.,.,.,.,.,#,.
.,.,.,.,.,.,.,.,#,.,#,#,.,.,.,.,.,.,.,.,#,#,#,.,.,#,.,#,.,.,.
.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.
#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,#
.,.,.,.,#,.,.,.,.,.,.,.,.,.,#,.,.,.,#,.,#,.,.,#,.,.,.,.,.,#,.
.,#,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.
.,.,#,.,#,.,.,.,#,.,.,#,#,.,.,.,#,.,#,.,.,.,.,.,.,.,#,.,.,.,.
.,#,.,#,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,#
.,.,.,#,.,#,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,#,.,.,.,#,.,.,.,.
.,.,.,.,.,.,#,.,.,.,.,#,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,#
.,.,.,.,#,#,.,.,.,.,.,.,#,#,#,.,.,.,#,#,.,#,#,.,.,.,.,.,#,#,.
.,.,.,.,.,.,.,.,.,.,.,.,#,.,#,.,.,.,.,#,.,#,.,.,.,.,.,#,.,.,#
.,.,.,.,.,#,.,.,#,.,.,.,.,.,#,.,#,.,.,.,#,#,#,.,.,.,.,#,.,.,.
.,.,.,.,.,.,.,#,#,.,.,.,.,#,#,.,.,#,.,.,.,#,#,.,.,#,.,.,.,#,#
.,.,.,.,.,#,.,.,.,.,.,.,.,#,#,.,.,#,.,.,.,#,.,.,.,#,.,.,.,.,#
#,.,.,.,.,.,.,.,.,.,#,#,.,.,.,.,#,.,.,.,.,.,.,.,.,#,#,#,.,#,.
.,.,.,#,.,.,#,#,.,.,.,#,.,.,.,#,.,.,.,.,.,.,.,.,.,#,.,#,.,#,.
.,.,.,.,#,.,#,.,.,.,.,.,#,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.
#,.,.,.,.,.,.,.,.,#,.,.,.,.,#,.,.,#,.,.,.,.,.,.,.,.,#,.,.,.,.
.,.,.,.,.,.,.,#,.,.,.,.,#,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.
#,.,.,.,#,.,.,.,.,.,.,.,.,.,#,#,.,.,.,.,.,#,#,#,.,#,.,.,.,.,.
.,#,.,.,.,.,#,#,.,.,#,.,.,.,#,.,.,#,#,.,.,.,.,.,.,.,.,.,#,.,.
.,.,.,.,#,.,.,.,.,.,#,.,.,.,.,.,.,#,#,.,.,#,.,.,#,.,.,.,.,#,.
#,.,#,.,.,#,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.
.,.,#,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,#,#,#,.,.
.,.,#,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,#
.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,#,.,.,#,.,.
.,.,.,.,#,.,.,#,.,.,.,#,.,.,.,.,#,#,#,.,.,.,.,.,#,.,.,#,.,.,#
#,.,.,.,#,.,.,.,#,.,.,#,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,#,.,.
.,#,.,.,.,.,#,.,#,.,.,#,.,.,.,.,#,.,#,.,.,.,.,.,.,.,.,.,.,.,#
.,.,.,.,.,#,.,.,.,.,.,#,.,.,#,.,.,.,.,#,.,.,#,.,.,.,.,#,.,.,.
#,.,#,.,.,#,.,.,.,.,.,.,.,.,.,.,.,#,.,#,.,.,.,.,.,.,.,.,.,.,.
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,#,.,.,.,.,.,.,.,#,.,.
.,.,.,#,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,#,.,.,#,#,.,.,.,.,#,.,.
.,.,.,.,.,.,.,.,.,#,.,#,.,.,.,#,.,.,.,.,.,.,.,.,.,#,#,.,.,.,.
.,.,.,#,.,.,#,.,.,.,.,#,.,.,.,.,.,#,.,.,.,#,.,.,#,.,.,.,.,.,.
.,#,.,#,#,.,.,.,.,.,#,.,.,.,.,#,.,.,.,.,#,.,.,.,.,.,.,#,#,.,.
#,#,.,.,#,.,.,.,.,.,.,.,.,.,#,.,#,.,.,.,.,#,.,.,.,#,.,.,.,.,.
#,.,.,.,.,.,.,#,.,#,.,.,.,#,.,.,.,.,#,.,#,.,.,#,.,.,.,.,.,.,.
.,.,.,.,.,.,.,#,.,.,.,.,.,#,.,.,.,.,.,#,#,#,.,.,.,.,#,.,#,.,.
.,#,.,.,.,.,#,#,.,#,.,.,.,.,.,#,.,.,.,#,.,.,.,.,.,.,.,#,.,.,.
.,#,.,.,.,.,.,.,.,#,.,.,#,.,.,.,#,.,.,.,.,.,.,#,.,.,#,.,.,#,#
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.
#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,#,.,#,.,#,.,.,.,.,#,.
.,.,.,.,.,.,.,.,.,.,.,#,.,.,#,.,.,.,.,.,.,.,#,.,#,#,.,.,#,.,.
.,.,#,.,.,.,.,.,.,#,.,#,.,.,.,.,#,.,.,.,#,.,#,.,.,.,.,.,#,.,.
#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
#,.,.,#,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,#,.,.,.,#,.,.,.,.,.,.,.
.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,#,#,#,#,#,.,.,.,.,.,.
.,#,.,.,.,#,#,#,.,.,.,.,.,.,#,.,#,.,#,.,#,#,.,.,#,.,.,.,.,.,.
.,.,.,.,.,.,.,.,.,.,.,.,#,.,#,#,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.
.,.,.,.,.,.,.,.,.,#,.,.,.,.,#,#,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.
#,#,#,.,.,.,.,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.
.,#,.,.,.,.,.,.,.,#,#,.,.,.,.,.,.,.,.,.,.,#,.,.,#,.,.,.,.,#,.
#,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,#
.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.
.,.,#,.,.,.,.,.,.,.,.,.,.,#,.,.,.,#,.,.,#,.,.,.,.,.,.,.,.,.,#
.,.,#,.,.,#,.,.,.,.,.,.,#,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#
.,.,.,.,.,#,#,.,.,#,.,.,.,#,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.
.,.,.,.,.,.,.,#,.,.,.,#,#,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
.,.,.,.,.,.,.,#,#,.,.,#,.,#,#,#,#,.,.,.,.,#,.,.,.,.,#,.,#,.,.
#,.,#,.,.,#,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,#,#,.,.,.,.
.,.,.,.,#,#,.,.,.,.,#,.,#,.,.,#,.,.,.,.,#,.,#,.,.,.,#,.,.,.,.
.,.,.,.,.,.,#,.,.,.,.,.,.,.,#,.,.,.,#,.,.,.,.,.,#,.,.,.,#,.,.
.,.,#,.,.,#,.,.,.,#,.,.,.,.,.,#,.,.,.,.,.,.,.,#,#,#,.,.,.,.,.
.,.,.,#,.,.,.,.,.,.,.,#,.,#,.,#,.,.,.,.,.,.,.,#,.,#,#,.,.,.,.
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,#,.,#,.,.,.,.,.,.,.,.,#,.
.,#,.,.,.,.,#,#,#,.,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.
.,#,.,.,#,.,.,.,#,.,.,.,.,#,.,#,.,.,#,.,.,.,.,.,#,.,.,.,.,.,.
.,.,.,.,.,.,.,#,.,#,#,.,.,.,.,#,.,#,.,#,#,.,#,#,.,.,.,#,.,#,.
.,.,#,.,.,.,#,.,.,.,.,#,.,#,.,.,#,#,.,#,.,.,.,.,.,#,.,.,.,#,#
.,.,#,.,.,.,#,.,.,.,.,.,.,#,.,.,.,#,.,.,.,.,.,.,#,.,.,.,#,.,.
.,.,.,.,#,.,.,#,.,.,.,#,.,#,.,.,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.
#,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,#,.,#,#,.
.,#,.,.,.,.,#,.,.,.,#,.,.,.,.,.,.,.,.,.,.,#,.,#,.,.,.,.,.,#,.
.,#,.,.,#,.,#,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,#,.,.
.,#,.,.,.,.,#,.,#,.,.,.,#,.,.,#,#,.,#,#,#,.,.,#,.,.,.,#,#,#,.
#,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,#
.,.,.,#,.,.,.,.,.,.,.,.,.,#,.,.,.,#,.,.,.,.,.,.,.,#,.,.,#,.,.
.,.,.,.,.,.,#,.,.,#,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,#
.,.,.,.,.,.,.,.,#,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,#,.
.,.,.,.,.,.,#,.,.,.,#,.,#,.,.,.,.,.,#,.,.,.,.,.,.,#,#,.,.,.,.
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,#,.,.,.,.,#,.,.,.,.,.,.
.,.,.,#,.,#,.,.,#,.,.,#,.,.,.,.,.,#,#,.,#,#,#,.,.,#,#,.,.,#,.
.,#,.,.,.,.,#,#,.,.,.,.,.,.,#,.,.,.,#,.,.,#,#,.,.,#,.,.,.,.,.
.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,#,#,.,#,#,.,.,.,.,#,.,.,.,#,.,.
.,.,.,.,.,#,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,#,#,#,.
#,.,.,.,.,.,#,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,#,#,.,.,.,.,#
#,.,#,.,.,.,.,.,.,.,.,.,.,#,.,.,.,#,.,.,#,.,.,#,.,.,.,.,.,.,.
#,.,.,#,.,#,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
.,.,.,.,#,.,.,.,#,.,.,.,.,.,.,.,.,.,#,.,.,.,#,#,.,.,.,.,.,.,.
.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,#,.,.,#,#,.,.,#,.,.,.,.,.,.
#,.,.,.,.,.,#,.,.,.,.,.,.,.,#,.,#,.,.,.,.,.,.,.,.,#,.,.,.,.,.
.,.,#,#,.,.,#,.,.,.,.,.,#,.,.,.,#,#,.,.,.,.,.,.,#,.,.,.,.,.,.
.,.,.,.,#,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,#,#
.,.,.,.,.,#,#,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,#,#,.,.,#
.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,#,.,#,.,#,#,.
.,#,#,#,.,.,.,#,.,.,.,.,.,.,#,.,.,#,.,.,.,.,.,.,.,.,#,#,.,#,.
.,.,#,.,#,.,.,.,#,.,#,.,.,.,.,#,.,.,.,.,.,#,.,.,#,.,.,.,.,.,.
.,.,#,.,#,.,.,#,.,#,#,.,.,.,.,.,.,.,.,#,.,.,.,#,.,.,.,.,.,.,.
.,.,.,.,.,.,.,.,#,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,#,.
.,.,.,.,.,.,.,.,#,#,.,.,.,.,.,.,.,#,.,.,.,#,.,.,.,.,.,.,.,#,.
.,.,.,#,.,.,.,.,.,.,.,.,#,#,.,#,.,.,.,.,.,.,.,.,.,.,#,.,#,.,#
.,.,#,.,.,#,#,#,.,#,.,#,.,.,.,.,.,.,.,#,.,#,.,.,.,.,.,.,#,.,.
.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,#,.,.,.,#,.,.,#,.,.,.,.,.,.,.,.
.,.,.,#,.,.,#,.,.,.,#,.,.,.,#,.,#,.,.,.,.,#,.,.,.,#,.,.,#,.,.
.,.,.,#,.,.,.,#,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,#,#,.,.,.,#,.,#
#,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,#,.,.,#,.,#,#,.
.,.,.,#,.,.,#,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,#,.,.
.,.,.,#,#,.,#,.,.,.,#,.,.,.,.,#,.,#,.,.,.,#,.,#,#,#,#,.,.,.,.
.,.,.,.,.,#,.,.,.,#,.,#,.,#,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.
.,.,.,.,.,#,.,.,#,.,#,.,#,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
.,.,#,.,.,#,.,.,#,#,.,.,.,#,.,#,.,.,#,.,.,.,.,.,#,#,.,.,.,.,#
.,.,.,.,.,.,.,#,.,#,.,.,#,.,.,.,.,.,#,.,.,.,.,#,.,.,.,.,.,.,.
.,.,.,#,.,.,#,.,.,.,.,#,.,.,.,.,.,.,.,.,.,#,.,.,.,#,.,.,.,.,.
.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,#,.,.,.,#,.,.,.,#,#,.,.,.,.,.
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.
.,#,.,.,.,.,.,.,#,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#
.,#,#,.,.,.,.,.,#,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,#,.,.,#
.,#,#,.,.,#,#,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#
.,.,.,#,.,.,.,.,#,.,#,.,.,#,.,#,.,#,.,.,#,.,.,.,.,.,#,#,.,.,.
.,.,.,.,.,.,.,#,.,.,#,.,.,.,.,#,.,.,.,.,.,.,#,#,#,#,.,#,.,.,.
.,#,#,.,.,#,.,.,#,#,.,.,.,.,#,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.
.,#,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,#,#,.,.,.,.,.,.,.,.,.,.,.,.
.,.,.,.,.,#,.,.,.,.,.,#,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.
.,.,.,.,#,#,.,.,#,.,.,.,.,#,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.
.,#,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.
.,.,.,.,#,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,#,#,.,.,.,.,.,#,.
.,#,.,.,.,.,#,.,.,#,.,.,.,.,.,#,.,#,#,.,.,.,.,#,.,.,.,.,.,.,.
.,.,.,.,#,.,.,#,.,.,.,.,.,.,.,.,.,#,.,#,.,.,.,.,#,.,#,.,.,.,.
.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,#,#,.,.,.,.,#,.,.,.,.,.,.,.
.,.,#,.,.,.,.,.,.,#,.,.,.,.,#,.,.,.,.,#,.,.,.,#,.,.,.,.,.,.,.
.,.,.,.,.,.,.,.,#,.,.,#,.,.,.,.,.,.,.,#,.,#,#,.,.,.,.,.,.,#,.
.,.,#,.,.,.,.,.,#,.,.,.,.,.,.,#,.,.,.,#,.,.,#,.,.,.,.,.,.,.,#
#,.,.,#,.,.,.,.,.,#,#,.,.,.,#,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.
.,.,.,.,.,.,.,#,#,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,#,.,.,.,#,.
.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,#,.
.,.,.,.,#,#,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,#,.,.
#,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
.,.,.,#,#,.,#,.,.,.,.,.,#,.,#,.,.,.,.,.,.,.,.,.,.,.,.,#,.,#,#
.,.,.,.,.,.,#,.,.,.,#,.,.,#,.,.,.,.,.,.,.,.,.,#,#,.,.,.,.,.,.
.,#,.,.,.,.,.,.,.,#,.,.,.,.,.,#,#,.,.,.,.,.,.,.,#,.,#,.,.,.,.
.,.,.,.,.,.,.,.,.,.,.,#,.,#,.,.,.,.,.,.,.,.,.,#,.,.,#,#,.,.,.
.,.,.,#,.,.,.,.,.,.,.,.,.,.,#,.,#,#,.,.,.,.,#,.,.,.,.,.,.,.,.
.,.,.,.,.,.,.,.,#,.,.,#,.,.,#,.,.,.,#,.,.,.,.,#,.,.,.,.,#,.,.
.,.,.,.,.,.,.,.,#,#,.,.,.,.,#,.,#,.,.,.,.,#,.,.,.,.,.,.,.,.,#
